HRSRELAX,1.0,2.0
0.0,3.1042128603104215,3.2150776053215075
1.0,4.767184035476718,5.432372505543237
2.0,8.980044345898005,10.310421286031042
3.0,7.317073170731707,7.427937915742794
4.0,8.980044345898005,10.42128603104213
5.0,6.319290465631928,6.541019955654102
6.0,3.436807095343681,2.882483370288248
7.0,0.8869179600886918,0.4434589800443459
8.0,2.4390243902439024,2.549889135254989
9.0,0.0,0.3325942350332594
10.0,0.7760532150776054,0.7760532150776054
11.0,0.11086474501108648,0.11086474501108648
12.0,0.11086474501108648,0.7760532150776054
14.0,0.22172949002217296,0.22172949002217296
15.0,0.11086474501108648,0.11086474501108648
16.0,0.22172949002217296,0.0
17.0,0.11086474501108648,0.0
18.0,0.0,0.11086474501108648
20.0,0.11086474501108648,0.11086474501108648
21.0,0.11086474501108648,0.0
24.0,0.11086474501108648,0.0
